## RunInfo	version:1.2.0-a	annotated_features:27812	total_fragments:2717	pair_mapped:0	pair_mixed:0	single_mapped:2717	unmapped:0	unique:854	ambig:1863	overlap_unique:883	overlap_ambig:1834
transcript	transcript_length	final_prop	init_prop
HERVW_12q14.1	7690	0.0	0.0
L1FLnI_12q14.1k	9386	0.0	0.0
L1FLnI_12q14.1j	10171	0.0	0.0
ERV316A3_12q14.2	4211	0.0	0.0
ERV316A3_12q14.3b	1003	0.0	0.0
PRIMA41_12p11.1	4646	0.0	0.0
L1FLnI_12q21.1i	10118	0.0	0.0
L1FLnI_12q21.1o	8706	0.0	0.0
L1FLnI_12q21.1n	10163	0.0	0.0
LTR19_12q21.1	742	0.0	0.0
MER4_12q21.1b	3775	0.0	0.0
MER4_12q21.1a	1441	0.0	0.0
L1FLnI_12q21.1m	10027	0.0	0.0
HERVH_12q21.1c	5869	0.0	0.0
L1FLnI_12q21.1l	8774	0.0	0.0
L1FLnI_12q21.1k	10210	0.0	0.0
L1FLnI_12q21.1j	11330	0.0	0.0
HARLEQUIN_12q21.1	6091	0.0	0.0
L1FLnI_12q21.1h	10209	0.0	0.0
L1FLnI_12q14.3a	10108	0.0	0.0
ERVLE_12q21.1e	715	0.0	0.0
HERVH_12q21.1b	5107	0.0	0.0
HERVH_12q21.1a	5740	0.0	0.0
ERVLE_12q21.1d	1028	0.0	0.0
L1FLnI_12q21.1g	8623	0.0	0.0
L1FLnI_12q21.1f	10014	0.0	0.0
ERVLE_12q21.1c	544	0.0	0.0
L1FLnI_12q21.1e	10015	0.0	0.0
L1FLnI_12q21.1d	8564	0.0	0.0
ERVLE_12q21.1b	1754	0.0	0.0
ERVLE_12q21.1a	2614	0.0	0.0
HERVL_12q21.1a	6023	0.0	0.0
L1FLnI_12q21.1p	10013	0.0	0.0
L1FLnI_12q21.1q	9509	0.0	0.0
L1FLnI_12q21.1r	9217	0.0	0.0
ERVL_12q21.1	1567	0.0	0.0
L1FLnI_12q21.1ba	10019	0.0	0.0
ERV316A3_12q21.1	2830	0.0	0.0
HUERSP2_12q21.1	4119	0.0	0.0
HERVL_12q21.1f	6598	0.0	0.0
HERVEA_12q21.1	8713	0.0	0.0
ERVLB4_12q21.1a	5891	0.0	0.0
MER34B_12q21.1	345	0.0	0.0
HERVL_12q21.1e	1140	0.0	0.0
HERVL_12q21.1d	2729	0.0	0.0
L1FLnI_12q21.1aa	9573	0.0	0.0
HERVL_12q21.1c	5328	0.0	0.0
L1FLnI_12q21.1z	9970	0.0	0.0
ERVLE_12q21.1g	1221	0.0	0.0
HERVL_12q21.1b	6173	0.0	0.0
ERVLE_12q21.1f	4153	0.0	0.0
L1FLnI_12q21.1y	8558	0.0	0.0
L1FLnI_12q21.1x	9567	0.0	0.0
L1FLnI_12q21.1w	10125	0.0	0.0
L1FLnI_12q21.1v	10135	0.0	0.0
L1FLnI_12q21.1u	10141	0.0	0.0
L1FLnI_12q21.1t	10167	0.0	0.0
L1FLnI_12q21.1s	10020	0.0	0.0
L1FLnI_12q21.1c	10144	0.0	0.0
L1FLnI_12q21.1b	10678	0.0	0.0
MER41_12q21.1	1126	0.0	0.0
HARLEQUIN_12q15	7751	0.0	0.0
L1FLnI_12q15g	10312	0.0	0.0
L1FLnI_12q15f	10350	0.0	0.0
L1FLnI_12q15e	10015	0.0	0.0
L1FLnI_12q15d	10421	0.0	0.0
L1FLnI_12q15c	10015	0.0	0.0
HERVH_12q15a	5495	0.0	0.0
HUERSP3B_12q15	1486	0.0	0.0
ERVL_12q15	6373	0.0	0.0
L1FLnI_12q15b	10469	0.0	0.0
L1FLnI_12q15a	9952	0.0	0.0
MER4_12q14.3	2455	0.0	0.0
LTR57_12q14.3	951	0.0	0.0
L1FLnI_12q14.3i	9533	0.0	0.0
ERVLE_12q14.3b	3579	0.0	0.0
L1FLnI_12q14.3h	10141	0.0	0.0
L1FLnI_12q14.3g	8669	0.0	0.0
L1FLnI_12q14.3f	10164	0.0	0.0
L1FLnI_12q14.3e	10501	0.0	0.0
L1FLnI_12q14.3d	9134	0.0	0.0
ERVLE_12q14.3a	1073	0.0	0.0
L1FLnI_12q14.3c	9686	0.0	0.0
L1FLnI_12q14.3b	10448	0.0	0.0
MER34B_12q14.3	3604	0.0	0.0
MER4B_12q15a	914	0.0	0.0
L1FLnI_12q15h	10144	0.0	0.0
L1FLnI_12q21.1a	10030	0.0	0.0
MER4B_12q15b	2993	0.0	0.0
L1FLnI_12q15o	9267	0.0	0.0
L1FLnI_12q15n	10954	0.0	0.0
L1FLnI_12q15m	10142	0.0	0.0
MER41_12q15	877	0.0	0.0
L1FLnI_12q15l	9532	0.0	0.0
PABLA_12q15	2364	0.0	0.0
MER61_12q15b	1334	0.0	0.0
MER61_12q15a	3718	0.0	0.0
HML1_12q15b	1253	0.0	0.0
ERVLE_12q15	751	0.0	0.0
L1FLnI_12q15k	10090	0.0	0.0
MER4_12q15c	5616	0.0	0.0
MER4_12q15b	1520	0.0	0.0
HERVH_12q15c	1500	0.0	0.0
HERVH_12q15b	5002	0.0	0.0
L1ORF2_12q15	8047	0.0	0.0
L1FLnI_12q15j	9996	0.0	0.0
L1FLnI_12q15i	10030	0.0	0.0
HERVI_12q15	938	0.0	0.0
HML5_12q15	2782	0.0	0.0
HML1_12q15a	2046	0.0	0.0
MER4_12q15a	4932	0.0	0.0
MER4B_12q15c	2273	0.0	0.0
L1FLnI_11p11.2h	10132	0.0	0.0
HERVL_12q13.3	5654	0.0	0.0
MER61_12q13.3	494	0.0	0.0
L1FLnI_12q12z	10024	0.0	0.0
ERVLE_12q12f	961	0.0	0.0
L1FLnI_12q12ia	10142	0.0	0.0
L1FLnI_12q12ha	10139	0.0	0.0
L1FLnI_12q12ga	10150	0.0	0.0
L1FLnI_12q12fa	10162	0.0	0.0
L1FLnI_12q12ea	10169	0.0	0.0
L1FLnI_12q12da	10066	0.0	0.0
ERVLE_12q12e	956	0.0	0.0
L1FLnI_12q12ca	10014	0.0	0.0
L1FLnI_12q12ba	10016	0.0	0.0
L1FLnI_12q12aa	10025	0.0	0.0
L1FLnI_12q12y	10002	0.0	0.0
ERVLB4_12q13.2b	532	0.0	0.0
L1FLnI_12q12x	10012	0.0	0.0
HUERSP3_12q12a	5440	0.0	0.0
L1FLnI_12q12w	8755	0.0	0.0
L1FLnI_12q12v	9019	0.0	0.0
ERVLE_12q12d	1035	0.0	0.0
HERVW_12q12d	5546	0.0	0.0
MER4_12q12e	2754	0.0	0.0
MER4_12q12d	1269	0.0	0.0
MER4_12q12c	1640	0.0	0.0
MER4_12q12b	3708	0.0	0.0
MER4_12q12a	3739	0.0	0.0
L1FLnI_12q12ja	9663	0.0	0.0
ERVLE_12q12g	1507	0.0	0.0
HML5_12q12a	4941	0.0	0.0
L1FLnI_12q12ka	9905	0.0	0.0
L1FLnI_12q12wa	10014	0.0	0.0
HUERSP3_12q12b	6199	0.0	0.0
HERVH_12q12	5959	0.0	0.0
ERV316A3_12q12d	2625	0.0	0.0
L1FLnI_12q12va	10026	0.0	0.0
L1FLnI_12q12ua	10043	0.0	0.0
HERVL_12q12b	4398	0.0	0.0
MER41_12q12	4918	0.0	0.0
HML5_12q12b	4888	0.0	0.0
L1FLnI_12q12ta	9209	0.0	0.0
L1FLnI_12q12sa	10470	0.0	0.0
L1FLnI_12q12ra	10023	0.0	0.0
HUERSP3B_12q12	6235	0.0	0.0
L1FLnI_12q12qa	10034	0.0	0.0
ERV316A3_12q12c	2044	0.0	0.0
ERVLB4_12q12c	2697	0.0	0.0
L1FLnI_12q12pa	10023	0.0	0.0
ERVLB4_12q12b	3116	0.0	0.0
ERVLE_12q12h	849	0.0	0.0
L1FLnI_12q12oa	9585	0.0	0.0
L1FLnI_12q12na	9216	0.0	0.0
L1FLnI_12q12ma	9927	0.0	0.0
L1FLnI_12q12la	10504	0.0	0.0
L1FLnI_12q12u	10022	0.0	0.0
L1FLnI_12q12t	9940	0.0	0.0
L1FLnI_12q12s	9998	0.0	0.0
ERV316A3_12q12a	1292	0.0	0.0
PRIMA41_12q12	4492	0.0	0.0
HERVK11D_12q12	7256	0.0	0.0
L1FLnI_12q12c	10137	0.0	0.0
HERVW_12q12a	2912	0.0	0.0
L1FLnI_12q12b	10134	0.0	0.0
L1FLnI_12q12a	10137	0.0	0.0
L1FLnI_12q11e	10143	0.0	0.0
L1FLnI_12q11d	9910	0.0	0.0
L1FLnI_12q11c	10151	0.0	0.0
L1FLnI_12q11b	9973	0.0	0.0
ERVLE_12q11	1368	0.0	0.0
L1FLnI_11q25f	10022	0.0	0.0
L1FLnI_12p11.1u	10019	0.0	0.0
L1FLnI_12p11.1t	10128	0.0	0.0
HML2_12p11.1	9060	0.0	0.0
L1FLnI_12p11.1s	10147	0.0	0.0
HERVK11_12p11.1b	9580	0.0	0.0
L1FLnI_12p11.1r	10151	0.0	0.0
L1FLnI_12p11.1q	10144	0.0	0.0
HERVK11_12p11.1a	1944	0.0	0.0
L1FLnI_12p11.1p	9381	0.0	0.0
HERVH_12p11.1	8711	0.0	0.0
L1FLnI_12p11.1o	8903	0.0	0.0
L1FLnI_12q12d	10007	0.0	0.0
L1FLnI_12q12e	9500	0.0	0.0
L1FLnI_12q12r	10101	0.0	0.0
HERVL_12q12a	2742	0.0	0.0
L1FLnI_12q12q	9617	0.0	0.0
L1FLnI_12q12p	9950	0.0	0.0
L1FLnI_12q12o	10615	0.0	0.0
L1FLnI_12q12n	10105	0.0	0.0
L1FLnI_12q12m	10150	0.0	0.0
HUERSP1_12q12	1352	0.0	0.0
L1FLnI_12q12l	10150	0.0	0.0
ERVLB4_12q12a	3245	0.0	0.0
L1FLnI_12q12k	10141	0.0	0.0
HML3_12q12b	2819	0.0	0.0
L1FLnI_12q12j	9283	0.0	0.0
HML3_12q12a	3229	0.0	0.0
ERVLE_12q12c	940	0.0	0.0
L1FLnI_12q12i	8900	0.0	0.0
L1FLnI_12q12h	10136	0.0	0.0
ERVLE_12q12b	945	0.0	0.0
L1FLnI_12q12g	11343	0.0	0.0
HERVIP10F_12q12	7311	0.0	0.0
ERVLE_12q12a	587	0.0	0.0
L1FLnI_12q12f	10026	0.0	0.0
HERVW_12q12c	5049	0.0	0.0
ERV316A3_12q12b	4938	0.0	0.0
HERVW_12q12b	2843	0.0	0.0
L1FLnI_12q12xa	10136	0.0	0.0
L1FLnI_12q12ya	10126	0.0	0.0
L1FLnI_12q12za	10145	0.0	0.0
HERVH_12q13.2a	1951	0.0	0.0
L1FLnI_12q13.2e	10148	0.0	0.0
L1FLnI_12q13.2d	10147	0.0	0.0
L1FLI_12q13.2	8050	0.0	0.0
HERVL74_12q13.2	2040	0.0	0.0
L1FLnI_12q13.2c	10112	0.0	0.0
L1FLnI_12q13.2b	10134	0.0	0.0
L1FLnI_12q13.2a	10576	0.0	0.0
ERVLB4_12q13.13	3046	0.0	0.0
PABLA_12q13.13	5694	0.0	0.0
ERV316A3_12q13.13	1817	0.0	0.0
HERVE_12q13.13	2398	0.0	0.0
HERVL_12q13.13	6654	0.0	0.0
HML3_12q13.13	6070	0.0	0.0
L1FLnI_12q13.13	10025	0.0	0.0
L1FLnI_12q13.12	10147	0.0	0.0
ERVLE_12q13.12	3263	0.0	0.0
MER61_12q13.12	4696	0.0	0.0
HERVW_12q13.12	9867	0.0	0.0
MER41_12q13.12	5220	0.0	0.0
HML3_12q13.12	6963	0.0	0.0
ERVLB4_12q13.12b	1232	0.0	0.0
HERVL_12q13.12	3263	0.0	0.0
HARLEQUIN_12q13.12	5605	0.0	0.0
L1FLnI_12q13.2f	10109	0.0	0.0
HERVH_12q13.2b	5727	0.0	0.0
HERVL_12q13.11c	1078	0.0	0.0
L1FLnI_12q13.2g	10041	0.0	0.0
ERVLB4_12q13.2a	2057	0.0	0.0
L1FLnI_12q13.2v	10116	0.0	0.0
L1FLnI_12q13.2u	10025	0.0	0.0
ERVLE_12q13.2d	672	0.0	0.0
L1FLnI_12q13.2t	10074	0.0	0.0
ERVLE_12q13.2c	707	0.0	0.0
ERVLE_12q13.2b	2258	0.0	0.0
L1FLnI_12q13.2s	10141	0.0	0.0
L1FLnI_12q13.2r	10056	0.0	0.0
L1FLnI_12q13.2q	10023	0.0	0.0
L1FLnI_12q13.2p	10144	0.0	0.0
L1FLnI_12q13.2o	8516	0.0	0.0
L1FLnI_12q13.2n	10442	0.0	0.0
L1FLnI_12q13.2m	10024	0.0	0.0
L1FLnI_12q13.2l	9203	0.0	0.0
HERVL40_12q13.2	656	0.0	0.0
ERVLE_12q13.2a	846	0.0	0.0
MER61_12q13.2b	980	0.0	0.0
L1FLnI_12q13.2k	10014	0.0	0.0
L1FLnI_12q13.2j	10030	0.0	0.0
L1FLnI_12q13.2i	10140	0.0	0.0
MER61_12q13.2a	805	0.0	0.0
L1FLnI_12q13.2h	10026	0.0	0.0
ERVLB4_12q13.12a	1206	0.0	0.0
HERVIP10F_12q13.11	2449	0.0	0.0
L1FLnI_12q12ab	10029	0.0	0.0
MER4_12q13.11	4797	0.0	0.0
L1FLnI_12q13.11k	10154	0.0	0.0
HERVL_12q13.11a	6534	0.0	0.0
ERVLE_12q13.11a	875	0.0	0.0
L1FLnI_12q13.11j	10467	0.0	0.0
L1FLnI_12q13.11i	10145	0.0	0.0
L1FLnI_12q13.11h	9243	0.0	0.0
L1FLnI_12q13.11g	9633	0.0	0.0
L1FLnI_12q13.11f	10123	0.0	0.0
L1FLnI_12q13.11e	11208	0.0	0.0
L1FLnI_12q13.11d	10133	0.0	0.0
HERVH_12q13.11b	5033	0.0	0.0
L1FLnI_12q13.11c	10117	0.0	0.0
L1FLnI_12q13.11b	10136	0.0	0.0
MER41_12q13.11	4524	0.0	0.0
L1FLnI_12q13.11a	10137	0.0	0.0
PABLB_12q13.11	4296	0.0	0.0
HERVH_12q13.11a	4387	0.0	0.0
ERV316A3_12q13.11a	1945	0.0	0.0
ERVLB4_12q12d	2818	0.0	0.0
ERV316A3_12q12e	1550	0.0	0.0
L1FLnI_12q12db	10104	0.0	0.0
L1FLnI_12q12cb	10018	0.0	0.0
L1FLnI_12q12bb	9092	0.0	0.0
L1FLnI_12q13.11l	9786	0.0	0.0
HERVL_12q13.11b	6535	0.0	0.0
ERV316A3_12q13.11b	923	0.0	0.0
L1FLnI_12q13.11m	11591	0.0	0.0
HUERSP3B_12q13.11	2753	0.0	0.0
HML1_12q13.11	4974	0.0	0.0
L1FLnI_12q13.11ea	10127	0.0	0.0
L1FLnI_12q13.11da	10130	0.0	0.0
L1FLnI_12q13.11ca	10140	0.0	0.0
L1FLnI_12q13.11ba	8901	0.0	0.0
L1FLnI_12q13.11aa	8904	0.0	0.0
ERVLE_12q13.11b	4914	0.0	0.0
L1FLnI_12q13.11z	9981	0.0	0.0
HERVH_12q13.11c	4251	0.0	0.0
L1FLnI_12q13.11y	9174	0.0	0.0
L1FLnI_12q13.11x	8742	0.0	0.0
L1FLnI_12q13.11w	10526	0.0	0.0
L1FLnI_12q13.11v	10443	0.0	0.0
L1FLnI_12q13.11u	9123	0.0	0.0
L1FLnI_12q13.11t	9504	0.0	0.0
L1FLnI_12q13.11s	10459	0.0	0.0
L1FLnI_12q13.11r	10276	0.0	0.0
L1FLnI_12q13.11q	8949	0.0	0.0
HML3_12q13.11	5428	0.0	0.0
L1FLnI_12q13.11p	10023	0.0	0.0
L1FLnI_12q13.11o	10141	0.0	0.0
L1FLnI_12q13.11n	10148	0.0	0.0
HERVL_11q25	6487	0.0	0.0
ERVLB4_11q24.3b	3143	0.0	0.0
MER61_11q25	1902	0.0	0.0
HERVH_11q14.1a	5479	0.0	0.0
L1FLnI_11q14.1b	8762	0.0	0.0
L1FLI_11q14.1	8047	0.0	0.0
HERVL_11q14.1a	6502	0.0	0.0
ERVLB4_11q14.1	4682	0.0	0.0
L1FLnI_11q14.1a	10190	0.0	0.0
HERVH_11q14.1b	5371	0.0	0.0
ERVLE_11q14.1a	824	0.0	0.0
HERVW_11q14.1	5121	0.0	0.0
MER41_11q14.1a	2130	0.0	0.0
MER4_11q14.1	6504	0.0	0.0
HERV3_11q14.1	4704	0.0	0.0
MER61_11q14.1a	2376	0.0	0.0
MER41_11q25	3674	0.0	0.0
L1FLnI_11q13.5h	9091	0.0	0.0
ERVLE_11q13.5d	654	0.0	0.0
L1FLnI_11q13.5g	9937	0.0	0.0
HERVL74_11q13.5c	917	0.0	0.0
L1FLnI_11q13.5f	10121	0.0	0.0
L1FLnI_11q13.5e	9256	0.0	0.0
L1FLnI_11q13.5d	9605	0.0	0.0
ERVLE_11q13.5c	3293	0.0	0.0
ERVLE_11q13.5b	584	0.0	0.0
HERVL74_11q13.5b	1392	0.0	0.0
L1FLnI_11q13.5c	9352	0.0	0.0
HERVL_11q14.1b	4378	0.0	0.0
HERVL_11q14.1c	2138	0.0	0.0
L1FLnI_11q14.1c	10026	0.0	0.0
L1FLnI_11q14.1d	9039	0.0	0.0
HERVL_11q14.1e	595	0.0	0.0
L1FLnI_11q14.1p	10025	0.0	0.0
L1FLnI_11q14.1o	10140	0.0	0.0
L1FLnI_11q14.1n	9336	0.0	0.0
HERVH_11q14.1e	5600	0.0	0.0
L1FLnI_11q14.1m	8660	0.0	0.0
HARLEQUIN_11q14.1	5263	0.0	0.0
HERVH_11q14.1d	6455	0.0	0.0
ERVLE_11q14.1b	1367	0.0	0.0
L1FLnI_11q14.1l	10203	0.0	0.0
L1FLnI_11q14.1k	9420	0.0	0.0
MER41_11q14.1b	6791	0.0	0.0
L1FLnI_11q14.1j	10122	0.0	0.0
MER61_11q14.1b	2239	0.0	0.0
HERVP71A_11q14.1	5611	0.0	0.0
HERVL_11q14.1d	1983	0.0	0.0
HERVH_11q14.1c	5048	0.0	0.0
HML5_11q14.1	7749	0.0	0.0
L1FLnI_11q14.1i	10605	0.0	0.0
L1FLnI_11q14.1h	8801	0.0	0.0
L1FLnI_11q14.1g	10418	0.0	0.0
L1FLnI_11q14.1f	10151	0.0	0.0
L1FLnI_11q14.1e	10442	0.0	0.0
L1FLnI_11q13.5b	10032	0.0	0.0
HERVL74_11q13.5a	2181	0.0	0.0
L1FLnI_11q13.5a	10481	0.0	0.0
HERVE_11q13.4d	4051	0.0	0.0
HERVE_11q13.4c	8312	0.0	0.0
HERVH_11q13.4a	3538	0.0	0.0
L1FLnI_11q13.4c	10115	0.0	0.0
HERVS71_11q13.4	7430	0.0	0.0
ERVLB4_11q13.4a	604	0.0	0.0
HERVE_11q13.4b	4051	0.0	0.0
HERVE_11q13.4a	4058	0.0	0.0
ERVLE_11q13.4b	2016	0.0	0.0
L1FLnI_11q13.4b	9400	0.0	0.0
L1FLnI_11q13.4a	9657	0.0	0.0
HERVL40_11q13.4a	3779	0.0	0.0
ERVLE_11q13.4a	1076	0.0	0.0
HERVH_11q13.3c	5892	0.0	0.0
HERVH_11q13.3b	1445	0.0	0.0
HERVH_11q13.3a	1983	0.0	0.0
HERVIP10F_11q13.3	2014	0.0	0.0
ERVLE_11q13.3c	1682	0.0	0.0
ERV316A3_11q13.3	1127	0.0	0.0
ERVLE_11q13.3b	692	0.0	0.0
ERVLE_11q13.3a	4204	0.0	0.0
HERV3_11q13.3	6563	0.0	0.0
ERV316A3_11q13.2	1397	0.0	0.0
HERVH_11q13.2f	5657	0.0	0.0
HERVH_11q13.4b	2195	0.0	0.0
HERVE_11q13.4e	3832	0.0	0.0
ERVLE_11q13.5a	2329	0.0	0.0
LTR25_11q13.4	3157	0.0	0.0
L1FLnI_11q13.4i	10168	0.0	0.0
ERVLE_11q13.4h	1728	0.0	0.0
HARLEQUIN_11q13.4	6526	0.0	0.0
HERVL40_11q13.4b	866	0.0	0.0
ERVLE_11q13.4g	2855	0.0	0.0
L1FLnI_11q13.4h	8984	0.0	0.0
L1FLnI_11q13.4g	10127	0.0	0.0
L1FLnI_11q13.4f	10068	0.0	0.0
HUERSP3_11q13.4	7248	0.0	0.0
HERVL18_11q13.4	4018	0.0	0.0
L1FLnI_11q13.4e	9555	0.0	0.0
HML1_11q13.4	8269	0.0	0.0
ERVLB4_11q13.4b	2435	0.0	0.0
L1FLnI_11q13.4d	10480	0.0	0.0
ERV316A3_11q13.4b	2825	0.0	0.0
ERVLE_11q13.4f	1736	0.0	0.0
ERV316A3_11q13.4a	313	0.0	0.0
ERVLE_11q13.4e	997	0.0	0.0
ERVLE_11q13.4d	1889	0.0	0.0
ERVLE_11q13.4c	1560	0.0	0.0
MER61_11q13.4	2560	0.0	0.0
MER41_11q13.4	579	0.0	0.0
PABLA_11q13.4	3797	0.0	0.0
ERV316A3_11q14.1a	2278	0.0	0.0
ERV316A3_11q14.1b	935	0.0	0.0
L1FLnI_11q14.1q	9188	0.0	0.0
L1FLnI_11q14.3j	10026	0.0	0.0
HERVH_11q14.3	6254	0.0	0.0
L1FLnI_11q14.3h	9986	0.0	0.0
L1FLnI_11q14.3g	9996	0.0	0.0
L1FLnI_11q14.3f	9749	0.0	0.0
L1FLnI_11q14.3e	10031	0.0	0.0
HUERSP3B_11q14.3	7703	0.0	0.0
L1FLnI_11q14.3d	10135	0.0	0.0
L1FLnI_11q14.3c	8996	0.0	0.0
L1FLnI_11q14.3b	9873	0.0	0.0
L1FLnI_11q14.3a	10415	0.0	0.0
ERV316A3_11q14.3a	2193	0.0	0.0
L1FLnI_11q14.2ba	10132	0.0	0.0
HERVL18_11q14.2c	2995	0.0	0.0
L1FLnI_11q14.2aa	9505	0.0	0.0
L1FLnI_11q14.2z	10663	0.0	0.0
L1FLnI_11q14.2y	10125	0.0	0.0
L1FLnI_11q14.2x	10686	0.0	0.0
L1FLnI_11q14.2w	11075	0.0	0.0
L1FLnI_11q14.2v	10169	0.0	0.0
L1FLnI_11q14.2u	9529	0.0	0.0
ERVLE_11q14.2c	478	0.0	0.0
HERVH_11q14.2	6220	0.0	0.0
L1FLnI_11q14.2t	10146	0.0	0.0
L1FLnI_11q14.3i	10111	0.0	0.0
L1FLnI_11q14.3k	10115	0.0	0.0
ERVLE_11q14.2b	683	0.0	0.0
L1FLnI_11q14.3l	10114	0.0	0.0
L1FLnI_11q14.3x	10406	0.0	0.0
L1FLnI_11q14.3w	9229	0.0	0.0
L1FLnI_11q14.3v	10118	0.0	0.0
L1ORF2_11q14.3	8046	0.0	0.0
HUERSP2_11q14.3	2847	0.0	0.0
ERVLB4_11q14.3a	1856	0.0	0.0
L1FLnI_11q14.3u	8880	0.0	0.0
ERV316A3_11q14.3d	1450	0.0	0.0
ERV316A3_11q14.3c	1525	0.0	0.0
ERVLE_11q14.3d	2158	0.0	0.0
L1FLnI_11q14.3t	10131	0.0	0.0
L1FLnI_11q14.3s	9303	0.0	0.0
L1FLnI_11q14.3r	10135	0.0	0.0
L1FLnI_11q14.3q	9046	0.0	0.0
ERV316A3_11q14.3b	758	0.0	0.0
ERVLE_11q14.3c	2862	0.0	0.0
ERVLE_11q14.3b	460	0.0	0.0
L1FLI_11q14.3	8051	0.0	0.0
L1FLnI_11q14.3p	10402	0.0	0.0
L1FLnI_11q14.3o	9839	0.0	0.0
L1FLnI_11q14.3n	10420	0.0	0.0
ERVLE_11q14.3a	596	0.0	0.0
L1FLnI_11q14.3m	10032	0.0	0.0
L1FLnI_11q14.2s	9627	0.0	0.0
L1FLnI_11q14.2r	10135	0.0	0.0
HERV9_11q14.1	3714	0.0	0.0
L1FLnI_11q14.1ea	10486	0.0	0.0
L1FLnI_11q14.1ca	10545	0.0	0.0
L1FLnI_11q14.1ba	10253	0.0	0.0
L1FLnI_11q14.1aa	9820	0.0	0.0
MER61_11q14.1c	4988	0.0	0.0
L1ORF2_11q14.1	8047	0.0	0.0
L1FLnI_11q14.1z	10570	0.0	0.0
HERVL_11q14.1g	6352	0.0	0.0
HERVL40_11q14.1	912	0.0	0.0
L1FLnI_11q14.1y	9777	0.0	0.0
L1FLnI_11q14.1x	10864	0.0	0.0
L1FLnI_11q14.1w	10167	0.0	0.0
L1FLnI_11q14.1v	10007	0.0	0.0
L1FLnI_11q14.1u	10128	0.0	0.0
L1FLnI_11q14.1t	10140	0.0	0.0
HERVL_11q14.1f	4428	0.0	0.0
HERVH_11q14.1i	6359	0.0	0.0
HERVH_11q14.1h	5698	0.0	0.0
HERVH_11q14.1g	4416	0.0	0.0
HERVH_11q14.1f	3491	0.0	0.0
L1FLnI_11q14.1s	10120	0.0	0.0
HERV30_11q14.1	3879	0.0	0.0
L1FLnI_11q14.1r	10479	0.0	0.0
HUERSP3B_11q14.1	7345	0.0	0.0
L1FLnI_11q14.1da	10143	0.0	0.0
L1FLnI_11q14.1fa	10449	0.0	0.0
L1FLnI_11q14.2q	10116	0.0	0.0
L1FLnI_11p11.2k	10508	0.0	0.0
L1FLnI_11q14.2p	10157	0.0	0.0
L1FLnI_11q14.2o	10047	0.0	0.0
L1FLnI_11q14.2n	10372	0.0	0.0
L1FLnI_11q14.2m	10171	0.0	0.0
HERVL18_11q14.2b	3388	0.0	0.0
L1FLnI_11q14.2l	10029	0.0	0.0
L1FLnI_11q14.2k	10141	0.0	0.0
L1FLnI_11q14.2j	8882	0.0	0.0
MER61_11q14.2	1704	0.0	0.0
L1FLnI_11q14.2i	9887	0.0	0.0
L1FLnI_11q14.2h	9699	0.0	0.0
HERV30_11q14.2	5509	0.0	0.0
HERVW_11q14.2	3215	0.0	0.0
L1FLnI_11q14.2g	10157	0.0	0.0
L1FLnI_11q14.2f	10146	0.0	0.0
L1FLnI_11p11.2j	10530	0.0	0.0
L1FLnI_11q14.2e	10148	0.0	0.0
L1FLnI_11q14.2d	10117	0.0	0.0
L1FLnI_11q14.2c	10102	0.0	0.0
ERVLE_11q14.2a	2363	0.0	0.0
L1FLnI_11q14.2b	8501	0.0	0.0
L1FLnI_11q14.2a	8513	0.0	0.0
HERVL18_11q14.2a	4746	0.0	0.0
HERVH_11q13.2e	9114	0.0	0.0
HERVE_11q13.2c	4056	0.0	0.0
ERVLB4_11q13.2	603	0.0	0.0
L1FLnI_11q11x	8751	0.0	0.0
ERVL_11q11	854	0.0	0.0
L1FLnI_11q11v	10026	0.0	0.0
ERV316A3_11q11	1646	0.0	0.0
HERVH48_11q11b	4407	0.0	0.0
MER4_11q11	2240	0.0	0.0
L1FLnI_11q11u	10177	0.0	0.0
HERVH_11q11	4467	0.0	0.0
HERVH48_11q11a	2928	0.0	0.0
L1FLnI_11q11t	9993	0.0	0.0
ERVLE_11q11e	804	0.0	0.0
L1FLnI_11q11s	10020	0.0	0.0
ERVLE_11q11d	865	0.0	0.0
ERVLE_11q11c	604	0.0	0.0
L1FLnI_11q11r	9057	0.0	0.0
L1FLnI_11q11q	10144	0.0	0.0
ERVLE_11q11b	788	0.0	0.0
L1FLnI_11q11p	8782	0.0	0.0
ERVLE_11q11a	1972	0.0	0.0
L1FLnI_11q11o	9370	0.0	0.0
L1FLnI_11q11n	10138	0.0	0.0
L1FLnI_11q11m	8649	0.0	0.0
L1FLnI_11q11l	10124	0.0	0.0
L1FLnI_11q11k	10130	0.0	0.0
L1FLnI_11q11w	10078	0.0	0.0
MER61_11q12.1a	3299	0.0	0.0
L1FLnI_11q11i	10021	0.0	0.0
MER61_11q12.1b	1836	0.0	0.0
HERVP71A_11q12.1	2431	0.0	0.0
MER4_11q12.1a	6412	0.0	0.0
ERVLE_11q12.1	910	0.0	0.0
ERV316A3_11q12.1a	1791	0.0	0.0
MER101_11q12.1b	1895	0.0	0.0
MER101_11q12.1a	4740	0.0	0.0
L1FLnI_11q12.1i	8512	0.0	0.0
L1FLnI_11q12.1h	8729	0.0	0.0
HERVL_11q12.1b	1292	0.0	0.0
L1FLnI_11q12.1g	10009	0.0	0.0
L1FLnI_11q12.1f	10005	0.0	0.0
ERVLB4_11q12.1d	2467	0.0	0.0
